City_ID,City,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,Galliano,29.4422,-90.2992,302.15,74,100,6.17,US,1715208847
289,Motueka,-41.1333,173.0167,281.54,40,0,2.47,NZ,1715208847
290,Ugoofaaru,5.6667,73.0,302.54,75,92,3.75,MV,1715208848
291,Gladstone,-23.85,151.25,295.25,73,40,6.17,AU,1715208848
292,La Ferté-Saint-Aubin,47.7169,1.939,285.35,79,47,2.49,FR,1715208849
293,Ola,59.5833,151.2833,273.23,85,100,0.76,RU,1715208849
294,Dzhangala,49.2167,50.3333,278.95,57,22,5.05,KZ,1715208849
295,Egilsstadir,65.2653,-14.3948,276.1,87,40,4.12,IS,1715208850
296,Toliara,-23.35,43.6667,295.51,67,0,4.53,MG,1715208850
297,Lompoc,34.6391,-120.4579,300.2,56,0,8.23,US,1715208851
298,Porto-Novo,6.4965,2.6036,302.05,79,81,1.94,BJ,1715208851
299,New Norfolk,-42.7826,147.0587,285.88,93,71,0.8,AU,1715208802
300,Praia da Vitória,38.7333,-27.0667,290.29,94,40,2.84,PT,1715208852
301,Ålesund,62.4723,6.1549,284.66,76,75,1.54,NO,1715208852
302,San Ignacio,17.1561,-89.0714,313.23,33,40,3.09,BZ,1715208853
303,Broken Hill,-31.95,141.4333,287.47,82,63,4.62,AU,1715208854
304,Zhalantun,48.0,122.7167,285.89,27,8,1.29,CN,1715208854
305,San Antonio de Palé,-1.4014,5.6325,300.0,90,32,5.62,GQ,1715208855
306,Howard Springs,-12.497,131.047,299.1,70,30,1.88,AU,1715208855
307,Timbuktu,16.7735,-3.0074,307.41,8,11,5.2,ML,1715208855
308,Susuman,62.7833,148.1667,272.03,83,63,1.34,RU,1715208785
309,Masterton,-40.9597,175.6575,283.64,67,99,5.57,NZ,1715208558
310,Fokino,42.9836,132.4047,281.85,75,89,2.13,RU,1715208857
311,Anavyssos,37.7333,23.95,294.09,54,100,2.79,GR,1715208857
312,Khāsh,28.2211,61.2158,296.09,27,0,2.84,IR,1715208857
313,Portland,45.5234,-122.6762,294.34,47,20,5.14,US,1715208709
314,Don Luan,11.5333,106.9167,299.79,80,40,1.38,VN,1715208858
315,Nova Sintra,14.8667,-24.7167,296.57,76,0,10.41,CV,1715208859
316,Yerofey Pavlovich,53.9667,121.9667,278.67,40,25,1.5,RU,1715208859
317,Udachny,66.4167,112.4,266.18,89,40,4.75,RU,1715208650
318,Geraldton,-28.7667,114.6,295.38,30,100,8.75,AU,1715208860
319,Port Saint John's,-31.6229,29.5448,293.62,81,52,1.94,ZA,1715208860
320,Rāmāpuram,13.1167,79.2,299.76,80,74,2.98,IN,1715208861
321,Keflavik,64.0049,-22.5624,278.39,75,75,1.03,IS,1715208861
322,Usogorsk,63.4106,48.6872,270.74,92,100,6.81,RU,1715208861
323,Ust'-Kut,56.7938,105.7672,278.95,67,84,2.24,RU,1715208862
324,Och'amch'ire,42.7123,41.4686,284.57,84,46,1.27,GE,1715208862
325,Bijie,27.3125,105.2942,286.44,96,100,0.83,CN,1715208863
326,Argos,37.6333,22.7333,289.81,67,100,1.37,GR,1715208863
327,Nazarovo,56.0064,90.3914,280.45,63,65,3.13,RU,1715208863
328,Lensk,60.7253,114.9278,275.52,65,77,1.08,RU,1715208864
329,Zakrzów,49.8256,19.6497,282.5,80,100,1.35,PL,1715208864
330,Murashi,59.3999,48.9615,268.4,94,100,5.48,RU,1715208865
331,Lā‘ie,21.6477,-157.9253,302.13,70,21,2.68,US,1715208865
332,Hood River,45.7054,-121.5215,295.68,37,0,4.92,US,1715208865
333,Langsa,4.4683,97.9683,296.8,94,42,0.75,ID,1715208866
334,Olinda,-8.0089,-34.8553,299.0,89,75,2.06,BR,1715208705
335,Zaozërsk,69.4005,32.4476,264.84,89,93,1.54,RU,1715208867
336,Pôsto Fiscal Rolim de Moura,-13.0833,-62.2667,300.63,66,58,1.03,BR,1715208868
337,Port Douglas,-16.4833,145.4667,297.75,82,97,7.74,AU,1715208868
338,Mattighofen,48.1031,13.1503,284.65,99,100,0.91,AT,1715208869
339,Shingū,33.7333,135.9833,286.81,51,51,2.61,JP,1715208869
340,Kaiyuan,23.6977,103.3037,291.75,92,100,0.71,CN,1715208869
341,Bubaque,11.2833,-15.8333,299.55,73,15,3.2,GW,1715208870
342,Sulţānah,24.4926,39.5857,300.4,11,0,2.06,SA,1715208870
343,Rongelap,11.1635,166.8941,300.53,77,96,9.05,MH,1715208871
344,Tianshui,34.5439,105.6897,287.46,81,85,3.05,CN,1715208871
345,Bayanhongor,46.7167,100.1167,279.38,73,61,1.77,MN,1715208871
346,Kolonia Town,6.964,158.206,302.21,84,100,5.14,FM,1715208872
347,North Madison,38.7678,-85.3966,297.1,88,40,0.0,US,1715208872
348,Alta,69.9689,23.2717,273.74,60,14,3.6,NO,1715208873
349,Neiafu,-18.65,-173.9833,298.53,88,75,1.03,TO,1715208873
350,Gamay,12.3854,125.2979,299.91,85,100,1.43,PH,1715208873
351,Quellón,-43.1167,-73.6167,281.97,95,100,8.11,CL,1715208753
352,Deoraniān,28.6333,79.4833,297.4,66,19,4.25,IN,1715208874
353,Shalqar,47.8333,59.6,285.5,74,15,8.1,KZ,1715208875
354,Yichang,30.7144,111.2847,294.14,69,100,1.14,CN,1715208875
355,Alaghsas,17.0187,8.0168,305.18,12,59,3.18,NE,1715208875
356,Ghat,24.9647,10.1728,301.81,10,5,3.15,LY,1715208876
357,Rupert,42.6191,-113.6772,285.12,43,40,6.17,US,1715208876
358,Antsiranana,-12.2787,49.2917,297.31,78,97,7.63,MG,1715208877
359,Bang Saphan,11.2126,99.5117,298.4,89,22,1.21,TH,1715208877
360,Kismayo,-0.3582,42.5454,299.73,86,100,6.97,SO,1715208878
361,Barakani,-12.1356,44.4317,300.35,73,47,4.76,KM,1715208878
362,Majene,-3.5403,118.9707,298.41,89,80,2.27,ID,1715208879
363,Conduaga,8.862,117.4893,300.64,76,100,1.11,PH,1715208879
364,Mandalgovi,45.7625,106.2708,284.03,26,100,6.0,MN,1715208879
365,Nova Gradiška,45.255,17.3831,289.09,95,100,0.92,HR,1715208880
366,Labrador City,52.9463,-66.9114,278.81,39,20,4.47,CA,1715208880
367,Chui,-33.6971,-53.4616,287.72,87,56,5.6,UY,1715208677
368,Tatarsk,55.219,75.9828,282.29,53,78,4.87,RU,1715208881
369,Rurrenabaque,-14.4413,-67.5278,303.98,91,85,0.45,BO,1715208881
370,Kavieng,-2.5744,150.7967,301.99,81,95,5.58,PG,1715208882
371,Port Moresby,-9.4431,147.1797,297.83,100,100,3.6,PG,1715208591
372,Benguela,-12.5763,13.4055,298.38,79,1,0.93,AO,1715208883
373,Tofol,5.3248,163.0078,303.03,74,75,7.2,FM,1715208883
374,Qom,34.6401,50.8764,291.89,30,54,4.26,IR,1715208883
375,Castillos,-34.1667,-53.8333,286.5,81,72,6.38,UY,1715208884
376,As Safīrah,36.077,37.3725,290.69,55,53,1.95,SY,1715208884
377,Cockburn Town,21.4612,-71.1419,298.19,73,0,7.79,TC,1715208823
378,Naryan-Mar,67.6713,53.087,268.21,88,100,7.15,RU,1715208885
379,Puerto Baquerizo Moreno,-0.9,-89.6,300.7,74,40,8.75,EC,1715208608
380,Kralendijk,12.15,-68.2667,303.14,74,40,7.72,BQ,1715208886
381,Huilong,31.8111,121.655,288.88,66,29,2.12,CN,1715208886
382,Knyaze-Volkonskoye,48.4642,135.4567,287.04,50,100,5.81,RU,1715208886
383,Cape Canaveral,28.4058,-80.6048,304.19,72,0,8.75,US,1715208887
384,Cabrobó,-8.5142,-39.31,299.69,63,77,8.84,BR,1715208887
385,Boca Suno,-0.7167,-77.1333,297.92,100,100,1.35,EC,1715208888
386,Kyren,51.6828,102.1408,284.23,51,100,0.45,RU,1715208888
387,Dien Bien Phu,21.3833,103.0167,294.25,98,93,0.59,VN,1715208888
388,Mourniés,35.4764,24.0092,291.94,88,40,1.54,GR,1715208889
389,Poltava,49.5937,34.5407,278.47,69,24,2.8,UA,1715208889
390,Veracruz,19.3333,-96.6667,311.1,25,100,4.67,MX,1715208705
391,Nurota,40.5614,65.6886,295.38,50,87,2.53,UZ,1715208890
392,Eyl,7.9803,49.8164,301.72,81,5,3.1,SO,1715208890
393,San Andrés,12.5847,-81.7006,305.16,70,40,4.12,CO,1715208610
394,Kernersville,36.1199,-80.0736,296.55,84,100,3.09,US,1715208719
395,Murzuk,25.9155,13.9184,300.16,11,23,2.65,LY,1715208891
396,Guatire,10.4762,-66.5427,298.38,85,100,0.61,VE,1715208892
397,Conceição da Barra,-18.5933,-39.7322,297.02,91,1,1.95,BR,1715208892
398,Ashquelon,31.6693,34.5715,291.94,69,36,3.22,IL,1715208893
399,Bodø,67.28,14.405,278.17,73,40,6.17,NO,1715208893
400,Ilhabela,-23.7781,-45.3581,298.16,73,14,1.96,BR,1715208893
401,Balyqshy,47.0667,51.8667,282.15,66,0,6.0,KZ,1715208894
402,Hafar Al-Batin,28.4328,45.9708,295.47,20,0,4.12,SA,1715208894
403,Mukalla,14.5425,49.1242,301.69,77,47,1.93,YE,1715208702
404,Madimba,-10.4,40.3333,296.92,90,48,4.26,TZ,1715208895
405,Mejit,10.2753,170.8646,300.58,82,70,9.6,MH,1715208895
406,Marabá,-5.3686,-49.1178,298.25,100,75,1.03,BR,1715208677
407,Isangel,-19.55,169.2667,298.21,61,40,3.09,VU,1715208767
408,Newport,51.5877,-2.9984,287.97,81,100,2.29,GB,1715208896
409,Kristiansund,63.1115,7.732,281.18,76,100,0.51,NO,1715208897
410,Kėdainiai,55.2883,23.9747,278.42,64,98,2.59,LT,1715208897
411,Usinsk,65.9939,57.5281,272.63,89,100,2.68,RU,1715208897
412,Pointe-Noire,-4.7761,11.8635,298.98,92,100,1.98,CG,1715208898
413,Teluk Anson,4.0259,101.0213,299.16,96,91,1.23,MY,1715208898
414,Bocas del Toro,9.3333,-82.25,300.96,75,98,2.14,PA,1715208899
415,Karbala,32.616,44.0249,297.03,26,0,2.29,IQ,1715208899
416,Saint Charles,38.7667,-90.7335,296.0,83,100,2.57,US,1715208786
417,Urangan,-25.3,152.9,296.02,67,52,8.57,AU,1715208900
418,Butjadingen,53.5472,8.335,284.38,88,16,2.5,DE,1715208900
419,Karlovasi,37.7903,26.7044,291.76,82,100,2.89,GR,1715208901
420,Xiongzhou,25.1167,114.3,293.83,79,98,1.03,CN,1715208901
421,Çifteler,39.3831,31.0392,285.88,45,68,1.39,TR,1715208901
422,Happy Valley-Goose Bay,53.3168,-60.3315,275.32,69,75,4.12,CA,1715208856
423,St. John's,47.5649,-52.7093,278.23,90,20,4.12,CA,1715208892
424,Forécariah,9.4306,-13.0881,299.38,88,99,1.14,GN,1715208903
425,Amos,48.5669,-78.1162,283.97,52,98,4.02,CA,1715208635
426,Lūnāvāda,23.1333,73.6167,303.56,40,9,3.59,IN,1715208903
427,Mishkino,55.3389,63.9175,288.03,65,100,6.79,RU,1715208904
428,Lucapa,-8.4192,20.7447,296.73,60,99,1.16,AO,1715208904
429,Wanning,18.8003,110.3967,298.71,88,93,1.47,CN,1715208905
430,Malpica,43.3228,-8.8105,289.81,75,88,1.69,ES,1715208905
431,Marco Island,25.9363,-81.7157,302.61,69,0,3.6,US,1715208905
432,Tazacorte,28.629,-17.9293,295.45,60,100,2.06,ES,1715208906
433,Palmer,42.1584,-72.3287,294.16,80,100,0.45,US,1715208906
434,Batang,-6.4846,110.7083,299.22,83,100,1.67,ID,1715208688
435,Port-Gentil,-0.7193,8.7815,301.13,89,75,2.57,GA,1715208907
436,Si Bun Rueang,16.9667,102.2833,298.24,79,67,1.73,TH,1715208908
437,Picos,-7.0769,-41.4669,300.78,54,89,1.33,BR,1715208908
438,Hammerfest,70.6634,23.6821,275.4,51,4,4.63,NO,1715208908
439,Kirkland Lake,48.1446,-80.0377,285.31,47,97,3.09,CA,1715208909
440,Nizhneudinsk,54.9076,99.0276,279.78,74,100,6.06,RU,1715208909
441,West Melbourne,28.0717,-80.6534,303.15,65,0,7.72,US,1715208910
442,Poli,-3.3333,36.8,288.4,95,100,1.22,TZ,1715208910
443,Saldanha,-33.0117,17.9442,284.18,79,0,4.24,ZA,1715208910
444,Datong,40.0936,113.2914,291.89,32,76,2.59,CN,1715208911
445,Morehead City,34.7229,-76.726,301.18,83,0,6.69,US,1715208911
446,Banda Aceh,5.5577,95.3222,300.39,79,92,2.09,ID,1715208912
447,Cologne,50.9333,6.95,284.72,87,100,1.03,DE,1715208875
448,Syktyvkar,61.6764,50.8099,270.32,93,75,9.83,RU,1715208913
449,Patterson,37.4716,-121.1297,300.79,26,0,7.5,US,1715208765
450,Touros,-5.1989,-35.4608,299.33,88,38,3.8,BR,1715208914
451,Ar Rass,25.8694,43.4973,297.17,22,0,5.89,SA,1715208914
452,’Aïn el Turk,35.7438,-0.7693,290.65,72,20,3.6,DZ,1715208914
453,Vanimo,-2.6741,141.3028,299.08,92,100,1.06,PG,1715208915
454,Paradip,20.3167,86.6167,300.59,83,71,2.39,IN,1715208915
455,Aykhal,66.0,111.5,265.1,92,85,3.51,RU,1715208915
456,Thal,35.4791,72.2439,282.26,46,3,3.67,PK,1715208916
457,Zhangjiakou,40.81,114.8794,292.31,37,90,1.02,CN,1715208916
458,Moab,38.5733,-109.5498,290.71,16,3,2.54,US,1715208917
459,Berezovyy,51.6667,135.7,284.15,45,99,6.21,RU,1715208917
460,Salinópolis,-0.6136,-47.3561,299.92,83,59,3.73,BR,1715208918
461,Mücheln,51.3,11.8167,283.31,77,59,1.41,DE,1715208918
462,Suva,-18.1416,178.4415,298.86,69,40,3.6,FJ,1715208918
463,Tucumã,-0.1833,-50.05,298.93,91,44,2.63,BR,1715208919
464,Akjoujt,19.6969,-14.4164,304.32,15,50,3.89,MR,1715208920
465,Al Khārijah,25.4514,30.5464,296.16,13,66,3.22,EG,1715208920
466,Pennādam,11.4,79.2333,302.08,74,100,1.95,IN,1715208921
467,Chonchi,-42.6128,-73.8092,282.1,95,100,3.63,CL,1715208921
468,Bikenibeu Village,1.3673,173.1241,303.13,74,20,4.63,KI,1715208921
469,Auki,-8.7676,160.7034,300.1,85,95,2.62,SB,1715208922
470,Leh,34.1667,77.5833,269.54,38,0,2.94,IN,1715208922
471,Lázaro Cárdenas,17.9583,-102.2,300.23,67,15,4.27,MX,1715208923
472,Asău,46.4333,26.4,282.75,99,100,1.7,RO,1715208923
473,Dunda,-8.1167,34.25,290.34,81,72,1.9,TZ,1715208923
474,Corn Island,12.1694,-83.0418,301.97,77,76,5.14,NI,1715208924
475,Val-d'Or,48.1002,-77.7828,286.2,44,75,6.69,CA,1715208924
476,Krasnokamensk,50.0979,118.0369,284.94,23,45,1.7,RU,1715208925
477,Nagqu Prefecture,31.5,92.0,272.73,67,94,4.16,CN,1715208925
478,Gandorhun,7.5,-11.8333,299.21,89,66,0.39,SL,1715208925
479,Itamaracá,-7.7478,-34.8256,299.18,82,46,2.67,BR,1715208926
480,Cururupu,-1.8283,-44.8683,297.07,94,49,0.55,BR,1715208926
481,Balaipungut,1.05,101.2833,296.98,97,100,0.55,ID,1715208927
482,Dêqên,29.9618,90.7188,274.37,95,98,2.12,CN,1715208927
483,Gaigeturi,33.4644,126.3183,287.18,82,20,2.06,KR,1715208928
484,Bandipura,34.4167,74.65,285.32,44,0,4.66,IN,1715208928
485,Puerto Madero,14.7208,-92.4215,303.17,68,87,4.47,MX,1715208928
486,La Reforma,25.0833,-108.05,301.71,41,10,5.15,MX,1715208929
487,Amursk,50.2261,136.8994,283.7,46,100,7.47,RU,1715208929
488,Alice Springs,-23.7,133.8833,285.9,71,2,2.06,AU,1715208930
489,Kollo,13.3043,2.339,310.39,19,31,2.87,NE,1715208930
490,La Mira,18.035,-102.3266,300.63,63,24,4.63,MX,1715208930
491,Marktoberdorf,47.7833,10.6167,282.5,94,100,1.03,DE,1715208931
492,Port Blair,11.6667,92.75,301.86,71,72,2.82,IN,1715208931
493,Mont-Laurier,46.5501,-75.4993,281.94,87,95,1.99,CA,1715208921
494,Echuca,-36.1333,144.75,286.46,84,62,3.82,AU,1715208932
495,Ixtapa,20.7,-105.2,306.34,33,76,3.29,MX,1715208932
496,Yichun,47.7,128.9,281.93,42,4,5.06,CN,1715208933
497,Aliade,7.2964,8.487,300.07,81,100,4.5,NG,1715208933
498,Yung Shue Wan,22.2333,114.1167,298.83,73,100,0.89,HK,1715208934
499,Bilohirsk,45.05,34.6,283.08,94,29,1.83,UA,1715208934
500,Zaki Biam,7.5167,9.6167,301.26,75,100,2.99,NG,1715208934
501,Las Trojes,14.0667,-85.9833,305.13,39,99,4.87,HN,1715208935
502,Kayangel,8.0823,134.7173,301.91,73,47,5.52,PW,1715208935
503,Taro,-8.3862,115.28,296.15,100,73,0.41,ID,1715208936
504,Arar,30.9753,41.0381,291.16,19,0,2.06,SA,1715208936
505,Richards Bay,-28.783,32.0377,294.68,80,59,2.59,ZA,1715208936
506,Bitburg,49.9667,6.5333,284.43,88,0,0.0,DE,1715208937
507,Sinabang,2.4803,96.3801,300.13,85,79,1.96,ID,1715208937
508,Magistral'nyy,56.1725,107.4458,279.47,65,100,1.97,RU,1715208937
509,Mugia,43.1041,-9.2179,287.54,75,86,1.52,ES,1715208938
510,Kingscliff,-28.2667,153.5667,294.67,83,69,4.12,AU,1715208938
511,Pandan,14.0453,124.1694,301.23,79,30,2.19,PH,1715208939
512,Kurud,20.8322,81.7214,301.08,45,53,3.2,IN,1715208940
513,Ibshawāy,29.358,30.6814,294.36,37,0,3.38,EG,1715208940
514,Colchani,-20.3,-66.9333,282.61,29,43,0.51,BO,1715208941
515,Copiapó,-27.3667,-70.3333,285.98,36,27,0.7,CL,1715208711
516,Fortuna,40.5982,-124.1573,292.23,61,0,8.75,US,1715208846
517,Carolina Beach,34.0352,-77.8936,299.86,80,83,6.54,US,1715208942
518,Carrizal,10.3499,-66.9863,294.82,64,100,0.51,VE,1715208943
519,Merizo Village,13.2658,144.6691,302.46,89,100,6.38,GU,1715208943
520,Zahedan,29.4963,60.8629,298.1,20,0,2.06,IR,1715208943
521,Amahai,-3.3333,128.9167,302.7,85,82,1.44,ID,1715208944
522,Yishui,35.7847,118.6281,290.36,48,70,2.21,CN,1715208944
523,Kawalu,-7.3817,108.2082,295.0,97,35,0.96,ID,1715208945
524,Mili,6.0815,171.735,301.51,79,67,6.53,MH,1715208945
525,Salalah,17.0151,54.0924,303.2,79,75,3.6,OM,1715208945
526,Béboto,8.2668,16.939,301.14,45,80,2.02,TD,1715208946
527,Heroica Caborca,30.7167,-112.15,301.84,18,0,7.13,MX,1715208946
528,Pucheng,27.9233,118.5333,290.65,77,100,0.86,CN,1715208946
529,Nacala,-14.5428,40.6728,295.38,93,41,2.84,MZ,1715208947
530,Yanbu,24.0891,38.0637,298.17,61,0,3.09,SA,1715208947
531,Buckeye,33.3703,-112.5838,306.91,13,0,4.12,US,1715208948
532,Miches,18.9836,-69.0476,298.62,85,88,4.45,DO,1715208948
533,Stornoway,58.2093,-6.3865,284.47,94,100,6.17,GB,1715208948
534,Sinop Province,41.7711,34.8709,285.22,62,34,4.12,TR,1715208949
535,Yugorsk,61.3133,63.3319,279.89,96,100,6.39,RU,1715208949
536,Kerikeri,-35.2268,173.9474,292.54,66,3,3.13,NZ,1715208950
537,Bayanaul,50.7889,75.6956,284.13,61,36,3.72,KZ,1715208950
538,Morondava,-20.2833,44.2833,297.14,62,0,4.83,MG,1715208950
539,Akseki,37.0486,31.79,282.76,77,48,1.09,TR,1715208951
540,Gloucester,51.8657,-2.2431,288.83,80,100,2.31,GB,1715208863
541,Santa Ana de Yacuma,-13.75,-65.4333,305.12,70,40,0.0,BO,1715208952
542,Qui Nhon,13.7667,109.2333,298.3,88,19,2.4,VN,1715208952
543,Ergoldsbach,48.6833,12.2,285.19,94,100,1.69,DE,1715208952
544,El Porvenir,13.7617,-87.3458,306.78,50,100,2.6,HN,1715208953
545,Masaya Sur,16.497,121.7456,298.23,85,54,0.39,PH,1715208953
546,Shimokizukuri,40.8061,140.3861,282.88,86,100,1.92,JP,1715208954
547,Khandyga,62.6667,135.6,276.56,82,100,2.95,RU,1715208954
548,Scarborough,54.2797,-0.4044,286.36,85,99,0.45,GB,1715208911
549,Nyala,12.05,24.8833,302.41,15,59,7.36,SD,1715208955
550,Mabaruma,8.2,-59.7833,299.5,74,99,2.12,GY,1715208955
551,Mount Gambier,-37.8333,140.7667,284.71,73,34,0.71,AU,1715208955
552,Balykchy,42.4557,76.1861,285.27,48,60,0.43,KG,1715208956
553,Novobelokatay,55.7062,58.9549,277.35,95,100,6.23,RU,1715208957
554,Camaná,-16.6228,-72.7111,292.34,85,100,3.94,PE,1715208820
555,Cidade Velha,14.9167,-23.6167,298.41,69,0,4.12,CV,1715208957
556,Puerto Ayacucho,5.6639,-67.6236,302.87,71,83,2.29,VE,1715208958
557,Lerwick,60.1545,-1.1494,283.15,97,100,9.04,GB,1715208958
558,Mildura,-34.2,142.15,288.99,65,6,3.39,AU,1715208959
559,Ashmūn,30.2986,30.9764,293.62,60,1,3.36,EG,1715208959
560,Huarmey,-10.0681,-78.1522,293.05,86,87,3.4,PE,1715208959
561,Wenling,28.3669,121.36,288.17,82,100,2.66,CN,1715208960
562,Manaure,11.7751,-72.4445,302.88,72,86,5.78,CO,1715208960
563,Atlantis,-33.5667,18.4834,286.47,82,0,1.51,ZA,1715208961
564,Arklow,52.7931,-6.1414,284.86,94,67,2.75,IE,1715208961
565,Hastings,50.8552,0.5729,283.59,87,92,1.66,GB,1715208961
566,El Granada,37.5027,-122.4694,301.38,32,0,7.72,US,1715208962
567,Kiruna,67.8557,20.2251,271.66,64,100,2.57,SE,1715208813
568,Kapoeta,4.7717,33.5903,300.99,51,64,8.05,SS,1715208963
569,São João da Barra,-21.6403,-41.0511,298.2,90,0,4.41,BR,1715208963
570,Blackwater,-23.5833,148.8833,294.71,62,90,5.78,AU,1715208963
571,Saint-François,46.4154,3.9054,282.27,93,8,0.0,FR,1715208964
572,Wuwei,37.9281,102.6414,292.05,29,100,2.1,CN,1715208964
573,Woolgoolga,-30.1106,153.2007,290.08,77,89,3.1,AU,1715208965
574,Laguna,38.421,-121.4238,300.56,21,0,10.8,US,1715208820
575,Lampazos de Naranjo,27.0167,-100.5167,315.45,5,55,1.71,MX,1715208965
576,Aktau,43.65,51.2,287.47,87,100,6.46,KZ,1715208966
577,Wynyard,-41.0,145.7167,287.22,69,26,3.12,AU,1715208966
